DadoBranco|DadoVerde|DadoAzul|DadoVermelho|Possivel|Nomenclatura
2|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
2|an e aberta |N (Amina/Amida)|Isopropil|Não |Não definido
2|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
2|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
2|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
2|an e fechada |-O- (Éter)|Isopropil|Não |Não definido
2|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
2|an e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
2|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
2|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
2|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
2|en e aberta|-O- (Éter)|Isopropil|Não |Não definido
2|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
2|en e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
2|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
2|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
2|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
2|en e fechada |-O- (Éter)|Isopropil|Não |Não definido
2|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
2|en e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
2|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
2|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
2|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
2|in e aberta|-O- (Éter)|Isopropil|Não |Não definido
2|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
2|in e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
2|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
2|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
2|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
2|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
2|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
2|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
3|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
3|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
3|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
3|an e aberta |-O- (Éter)|Isopropil|Não |Não definido
3|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
3|an e aberta |N (Amina/Amida)|Isopropil|Não |Não definido
3|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
3|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
3|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
3|an e fechada |-O- (Éter)|Isopropil|Não |Não definido
3|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
3|an e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
3|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
3|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
3|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
3|en e aberta|-O- (Éter)|Isopropil|Não |Não definido
3|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
3|en e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
3|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
3|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
3|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
3|en e fechada |-O- (Éter)|Isopropil|Não |Não definido
3|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
3|en e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
3|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
3|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
3|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
3|in e aberta|-O- (Éter)|Isopropil|Não |Não definido
3|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
3|in e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
3|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
3|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
3|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
3|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
3|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
3|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
4|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
4|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
4|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
4|an e aberta |-O- (Éter)|Isopropil|Não |Não definido
4|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
4|an e aberta |N (Amina/Amida)|Isopropil|Não |Não definido
4|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
4|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
4|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
4|an e fechada |-O- (Éter)|Isopropil|Não |Não definido
4|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
4|an e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
4|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
4|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
4|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
4|en e aberta|-O- (Éter)|Isopropil|Não |Não definido
4|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
4|en e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
4|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
4|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
4|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
4|en e fechada |-O- (Éter)|Isopropil|Não |Não definido
4|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
4|en e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
4|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
4|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
4|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
4|in e aberta|-O- (Éter)|Isopropil|Não |Não definido
4|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
4|in e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
4|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
4|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
4|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
4|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
4|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
4|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
5|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilpentano
5|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Sim |3-isopropilpentan-2-ona
5|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Etoxi 1-isopropilpropano/Metoxi 2-isopropilbutano
5|an e aberta |-O- (Éter)|Isopropil|Sim |3-isopropilpentan-1-ol/3-isopropilpentan-2-ol/3-isopropilpentan-3-ol
5|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilpentanoico/
5|an e aberta |N (Amina/Amida)|Isopropil|Sim |1-isopropilpentan-2-amina
5|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |Isopropilciclopentano
5|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilciclopentanona
5|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |1-oxa-3-isopropilciclopentano
5|an e fechada |-O- (Éter)|Isopropil|Sim |2-isopropilciclopentanol/3-isopropilciclopentanol/1-isopropilciclopentanol
5|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido isopropilciclopentanoico
5|an e fechada |N (Amina/Amida)|Isopropil|Sim |3-isopropilpentan-1-amina/3-isopropilpentan-1-amida
5|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilpent-1-eno/3-isopropilpent-2-eno/
5|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Sim |3-isopropilpent-2-enal./3-isopropilpent-2-enona
5|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Etoxi 1-isopropilprop-1-eno
5|en e aberta|-O- (Éter)|Isopropil|Sim |3-metilpent-2-en-1-ol/3-metilpent-2-en-2-ol
5|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 4-isopropilpent-4-enoico
5|en e aberta|N (Amina/Amida)|Isopropil|Sim |3-isopropilpent-2-en-1-amina
5|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |1-isopropilciclopenteno/2-isopropilciclopenteno/3-isopropilciclopenteno
5|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |3-isopropilciclobut-2-enona
5|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
5|en e fechada |-O- (Éter)|Isopropil|Sim |3-isopropilciclopent-1-en-1-ol/ 3-isopropilciclopent-2-en-1-ol
5|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 3-isopropilciclopent-2-enoico
5|en e fechada |N (Amina/Amida)|Isopropil|Sim |3-isopropilciclopent-2-en-1-amina
5|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilpent-1-ino
5|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
5|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
5|in e aberta|-O- (Éter)|Isopropil|Não |Não definido
5|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
5|in e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
5|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
5|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
5|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
5|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
5|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
5|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
6|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilhexano
6|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Sim |3-isopropilhexan-2-ona / 3-isopropilhexan-2-ona / 3-isopropilhexanal
6|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Etoxi 3-isopropilbutano / Etoxi 1-isopropilbutano / Etoxi 3-isopropilbutano
6|an e aberta |-O- (Éter)|Isopropil|Sim |3-isopropilhexan-1-ol / 3-isopropilhexan-1-ol / 4-isopropilhexan-2-ol / 3-isopropilhexan-1-ol / 3-isopropilhexan-3-ol
6|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilpentanoico / ácido 3-isopropilpentanoico / 3-isopropilbutanoato de etila / 2-isopropilpropanoato de propila
6|an e aberta |N (Amina/Amida)|Isopropil|Sim |3-isopropilhexan-1-amina / 4-isopropilhexan-2-amina / 3-isopropilhexan-1-amida
6|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |Isopropilciclohexano
6|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilciclohexanona / 3-isopropilciclohexanona / 4-isopropilciclohexanona
6|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |1,6-epoxiheptano
6|an e fechada |-O- (Éter)|Isopropil|Sim |1-isopropilciclohexan-1-ol / 2-isopropilciclohexan-1-ol / 3-isopropilciclohexan-1-ol
6|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 3-isopropilciclohexanoico
6|an e fechada |N (Amina/Amida)|Isopropil|Sim |2-isopropilciclohexilamina / 2-isopropilciclohexanocarboxamida
6|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilhex-1-eno / 4-isopropilhex-1-eno / 3-isopropilhex-1-eno / 3-isopropilhex-2-eno
6|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilhex-2-enal / 2-isopropilhex-3-enal / 2-isopropilhex-4-enal / 3-isopropilhex-3-en-2-ona / 5-isopropilhex-2-en-4-ona
6|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Etoxi 2-isopropilbut-1-eno / Etoxi 2-isopropilbut-2-eno / Etoxi 2-isopropilbut-3-eno
6|en e aberta|-O- (Éter)|Isopropil|Sim |3-isopropilhex-2-en-2-ol / 2-isopropilhex-2-en-2-ol / 3-isopropilhex-1-en-2-ol / 2-isopropilhex-3-en-2-ol / 2-isopropilpent-3-en-2-ol
6|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilpent-2-enoico / ácido 3-isopropilpent-2-enoico / Ácido 4-isopropilpent-2-enoico / 2-isopropilprop-2-enoato de etila
6|en e aberta|N (Amina/Amida)|Isopropil|Sim |2-isopropilhex-2-en-1-amina / 3-isopropilhex-3-en-1-amina / 2-isopropilhex-1-en-3-amina / 2-isopropilhex-2-en-1-amida / 3-isopropilhex-3-en-1-amida
6|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |2-isopropilciclohex-1-eno / 3-isopropilciclohex-1-eno / 3-isopropilciclohex-1-eno
6|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilciclohex-2-en-1-ona / 3-isopropilciclohex-2-en-1-ona / 4-isopropilciclohex-2-en-1-ona
6|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |1,6-epoxihept-2-eno
6|en e fechada |-O- (Éter)|Isopropil|Sim |3-isopropilciclohex-1-en-1-ol / 4-isopropilciclohex-1-en-1-ol / 3-isopropilciclohex-1-en-1-ol
6|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilciclohex-2-en-1-oico / Ácido 3-isopropilciclohex-2-en-1-oico
6|en e fechada |N (Amina/Amida)|Isopropil|Sim |2-isopropilciclohex-2-en-1-amina / 3-isopropilciclohex-2-en-1-amina / 4-isopropilciclohex-2-en-1-amina / 2-isopropilciclohex-2-en-1-carboxamida
6|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilhex-1-ino / 4-isopropilhex-2-ino / 5-isopropilhex-2-ino / 5-isopropilhex-1-ino
6|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
6|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
6|in e aberta|-O- (Éter)|Isopropil|Não |Não definido
6|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
6|in e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
6|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
6|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
6|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
6|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
6|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
6|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
7|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilheptano / 3-isopropilheptano / 4-isopropilheptano
7|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilheptanal / 3-isopropilheptanal / 4-isopropilheptanal / 2-isopropilheptanona / 3-isopropilheptan-2-ona / 4-isopropilheptan-2-ona
7|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Propoxi 1-isopropilbutano / Propoxi 2-isopropilbutano / etopoxi 1-isopropilpentano / Metoxi 2-isopropil-hexano .
7|an e aberta |-O- (Éter)|Isopropil|Sim |-isopropilheptan-1-ol / 3-isopropilheptan-2-ol / 4-isopropilheptan-1-ol / 5-isopropilheptan-2-ol
7|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilheptanoico / Ácido 3-isopropilheptanoico / Ácido 4-isopropilheptanoico / 2-isopropilbutanoato de propila / 3-isopropil-hexanoato de metila
7|an e aberta |N (Amina/Amida)|Isopropil|Sim |2-isopropilheptan-1-amina / 3-isopropilheptan-2-amina / 2-isopropilhept-1-amida / 3-isopropilheptan-2-amida
7|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |Isopropilcicloheptano
7|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |2-Isopropilcicloheptanona / 3-isopropilcicloheptanona / 4-isopropilcicloheptanona
7|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |1,7-epoxiheptano
7|an e fechada |-O- (Éter)|Isopropil|Sim |2-isopropilcicloheptan-1-ol / 1-isopropilcicloheptan-1-ol / 3-isopropilcicloheptan-1-ol / 4-isopropilcicloheptan-1-ol
7|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilcicloheptanoico
7|an e fechada |N (Amina/Amida)|Isopropil|Sim |2-isopropilcicloheptilamina / 3-isopropilcicloheptanamida
7|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |2-isopropilhept-2-eno / 3-isopropilhept-2-eno / 4-isopropilhept-2-eno / 2-isopropilhept-1-eno / 2-isopropilhept-3-eno
7|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilhept-2-enal / 3-isopropilhept-3-enal / 4-isopropilhept-2-enal / 3-isopropilhept-3-ona / 3-isopropilhept-4-en-2-ona / 4-isopropilheptan-3-ona
7|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Etoxi 3-isopropilpent-2-eno / Etoxi 2-isopropilpent-3-eno
7|en e aberta|-O- (Éter)|Isopropil|Sim |2-isopropilhept-2-en-1-ol / 3-isopropilhept-2-en-1-ol / 4-isopropilhept-2-en-1-ol / 2-isopropilhept-1-en-3-ol / 2-isopropilhept-3-en-1-ol
7|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |cido 2-isopropilhept-3-enoico / Ácido 3-isopropilhept-4-enoico / Ácido 4-isopropilhept-2-enoico / 2-isopropilbut-3-enoato de propila
7|en e aberta|N (Amina/Amida)|Isopropil|Sim |4-isopropilhept-2-en-1-amina / 5-isopropilhept-2-en-2-amina / 2-isopropilhept-3-en-1-amida / 3-isopropilhept-4-en-1-amida
7|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |2-isopropilciclohepteno / 3-isopropilciclohepteno / 4-isopropilciclohepteno
7|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilcicloheptenona / 3-isopropilcicloheptenona / 4-isopropilcicloheptenona
7|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
7|en e fechada |-O- (Éter)|Isopropil|Sim |2-isopropilcicloheptenol / 3-isopropilcicloheptenol / 4-isopropilcicloheptenol
7|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilcicloheptenoico / Ácido 3-isopropilcicloheptenoico / Ácido 4-isopropilcicloheptenoico
7|en e fechada |N (Amina/Amida)|Isopropil|Sim |N-isopropilciclohepten-1-amina / 2-isopropil-N-cicloheptilamina / 3-isopropil-N-cicloheptilamina / 4-isopropil-N-cicloheptilamina
7|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropilhept-1-ino / 4-isopropilhept-1-ino / 5-isopropilhept-1-ino / 6-isopropilhept-1-ino / 5-isopropilhept-2-ino / 6-isopropilhept-3-ino
7|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Sim |5-isopropilhept-1-in-4-ona / 4-isopropilhept-1-in-5-ona / 5-isopropilhept-1-in-6-ona / 2-isopropilhept-6-in-1-al
7|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Metoxi 3-isopropil-hex-5-ino
7|in e aberta|-O- (Éter)|Isopropil|Sim |3-isopropilhept-1-in-4-ol / 4-isopropilhept-1-in-3-ol / 5-isopropilhept-1-in-3-ol / 6-isopropilhept-1-in-4-ol
7|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
7|in e aberta|N (Amina/Amida)|Isopropil|Sim |5-isopropil-2-amino-hept-6-ino
7|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |2-isopropilcicloheptino / 3-isopropilcicloheptino / 4-isopropilciclohept-1-ino
7|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
7|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
7|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
7|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
7|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
8|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Sim |3-isopropiloctano / 3-isopropiloctano / 4-isopropiloctano
8|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Sim |3-isopropiloctanal / 3-isopropiloctanal / 4-isopropiloctanal / 2-isopropiloctan-3-ona / 3-isopropiloctan-2-ona / 4-isopropiloctan-2-ona .
8|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Etoxi 2-isopropil-hexano / Metoxi 2-isopropil-heptano / Propoxi 3-isopropilpentano
8|an e aberta |-O- (Éter)|Isopropil|Sim |3-isopropiloctan-1-ol / 3-isopropiloctan-2-ol / 4-isopropiloctan-3-ol / 2-isopropiloctan-3-ol / 3-isopropiloctan-3-ol / 4-isopropiloctan-2-ol
8|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropiloctanoico / Ácido 4-isopropiloctanoico / Etanoato de 2-isopropil-hexila / Propanoato de 4-isopropilpentila
8|an e aberta |N (Amina/Amida)|Isopropil|Sim |3-Isopropil-octanamina / 4-Isopropil-octanamina / N,2-Dimetil-octanamina / 4-Isopropil-octanamida / N-Isopropil-octanamida
8|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |Isopropilciclo-octano
8|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilciclo-octanona / 3-isopropilciclo-octanona / 4-isopropilciclo-octanona
8|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
8|an e fechada |-O- (Éter)|Isopropil|Sim |1-Isopropilciclo-octan-1-ol / 2-Isopropilciclo-octan-1-ol / 4-Isopropilciclo-octan-1-ol / 3-Isopropilciclo-octan-1-ol
8|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilciclooctanoico
8|an e fechada |N (Amina/Amida)|Isopropil|Sim |2-isopropilciclooctanamina / 3-isopropilciclooctanamina / 4-isopropilciclooctanamina / 3-isopropilciclooctanamida / 4-isopropilciclooctanamida
8|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |3-Isopropil-oct-2-eno / 2-Isopropil-oct-1-eno
8|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropiloct-2-enal / 3-isopropiloct-2-enal / 2-isopropiloct-1-en-3-ona / 3-isopropiloct-2-en-4-ona
8|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Sim |Etoxi 2-isopropil-hex-eno / Metoxi 3-isopropil-hept-2-eno / Propoxi 3-isopropilpent-2-eno
8|en e aberta|-O- (Éter)|Isopropil|Sim |3-Isopropil-oct-1-en-4-ol / 3-Isopropil-oct-1-en-4-en-ol / 2-isopropiloct-1-en-2-ol
8|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 2-isopropilciclooct-3-enoico / Ácido 2-isopropilciclooct-4-enoico / Ácido 2-isopropilciclooct-5-enoico / 2-isopropilpent-3-enoato de propila
8|en e aberta|N (Amina/Amida)|Isopropil|Sim |2-isopropil-oct-1-enamina / 3-Isopropil-oct-1-en-4-amina / 6-isopropil-oct-1-en-4-amina / 3-Isopropil-oct-1-en-4-namida
8|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Sim |2-isopropilciclo-octeno / 3-isopropilciclo-octeno / 4-isopropilciclo-octeno
8|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilciclo-octenona / 3-isopropilciclo-octenona / 4-isopropilciclo-octenona
8|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
8|en e fechada |-O- (Éter)|Isopropil|Sim |2-isopropilciclo-octenol / 3-isopropilciclo-oct-3-enol / 4-isopropilciclo-oct-2-enol
8|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 6-isopropilciclo-oct-4-enoico
8|en e fechada |N (Amina/Amida)|Isopropil|Sim |3-isopropilciclo-oct-2-enamida / 6-isopropilciclo-oct-2-enamina / 4-isopropilciclo-oct-3-enamina
8|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Sim |3-Isopropil-oct-1-ino / 6-Isopropil-oct-4-ino
8|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Sim |3-Isopropil-oct-1-in-5-ona / 3-Isopropil-oct-1-in-6-ona / 3-Isopropil-oct-7-inal
8|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
8|in e aberta|-O- (Éter)|Isopropil|Sim |3-Isopropil-oct-1-in-3-ol / 6-Isopropil-oct-4-in-3-ol
8|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Sim |Ácido 3-isopropil-oct-7-in-1-oico
8|in e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
8|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
8|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
8|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
8|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
8|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
8|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
9|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Sim |2-isopropilnonano / 3-isopropilnonano / 4-isopropilnonano / 5-isopropilnonano
9|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Sim |2-isopropilnonanal / 3-isopropilnonanal / 4-isopropilnonanal / 5-isopropilnonanal / 2-isopropilnonan-3-ona / 3-isopropilnonan-4-ona / 4-isopropilnonan-3-ona / 5-isopropilnonan-2-ona
